Media Sources,Negative,Neutral,Positive,Compound,Tweets Ago,Date,Text
CNN,0.0,0.625,0.375,0.765,77,Sat Jun 02 23:00:06 +0000 2018,Five Star Movement supporters rally in Rome to celebrate new government https://t.co/TG0G0PfQ8Q https://t.co/khOs2BwJFL
CNN,0.0,1.0,0.0,0.0,78,Sat Jun 02 23:00:01 +0000 2018,"The 30-year-old man who was still living with his parents says that he finally moved out, 10 days after a judge ord… https://t.co/SJnu3AdCmf"
CNN,0.169,0.72,0.11,-0.34,79,Sat Jun 02 22:45:40 +0000 2018,"""The Big Bang Theory"" star Jim Parsons talks about the fallout surrounding comedian Roseanne Barr's racist tweet, w… https://t.co/V2jEahrqYU"
CNN,0.0,1.0,0.0,0.0,80,Sat Jun 02 22:30:13 +0000 2018,Six major allies blast US over tariffs https://t.co/spgQbkUKR7 https://t.co/XqBSYXUalE
CNN,0.0,0.839,0.161,0.3612,81,Sat Jun 02 22:30:00 +0000 2018,This is what it's like to surf near the Korean Demilitarized Zone https://t.co/8yu12Jk0Uv https://t.co/M3PaYFs75Q
CNN,0.0,1.0,0.0,0.0,82,Sat Jun 02 22:18:15 +0000 2018,"Two climbers fell to their deaths Saturday at Yosemite National Park in California, a park spokeswoman said… https://t.co/jaQW500EV1"
CNN,0.113,0.887,0.0,-0.4215,83,Sat Jun 02 22:15:00 +0000 2018,This 8-year-old Georgia boy was with his mom when he saw an elderly woman struggling to climb the stairs with her w… https://t.co/C2z0TDF8zu
CNN,0.0,0.839,0.161,0.3612,84,Sat Jun 02 22:00:16 +0000 2018,Fifth federal judge rules HHS unlawfully ended teen pregnancy prevention grant funding https://t.co/FbAHxbgMmb https://t.co/p7iUsaxqQ6
CNN,0.0,1.0,0.0,0.0,85,Sat Jun 02 21:45:06 +0000 2018,Serena Williams to face Maria Sharapova at French Open https://t.co/sVQ0mY8OZ0 https://t.co/hQAbDfu8Lb
CNN,0.0,1.0,0.0,0.0,86,Sat Jun 02 21:30:11 +0000 2018,What aluminum and steel tariffs will mean to you https://t.co/nyv92aLySO https://t.co/rSFOTHUraK
CNN,0.283,0.606,0.111,-0.5267,87,Sat Jun 02 21:15:09 +0000 2018,"Outgoing Missouri Gov. Eric Greitens, accused of revenge porn, signs law criminalizing it https://t.co/VtbQzEt6vW https://t.co/yMKjrU1vg5"
CNN,0.0,1.0,0.0,0.0,88,Sat Jun 02 21:00:13 +0000 2018,US customs seizes Ohio family's life savings at airport https://t.co/rI48TGrwvr https://t.co/6VarTheMrf
CNN,0.0,1.0,0.0,0.0,89,Sat Jun 02 20:45:05 +0000 2018,"White House plans to nominate conservative documentarian, Bannon ally, to lead government media agency… https://t.co/dfPoET7g4V"
CNN,0.138,0.737,0.124,-0.0772,90,Sat Jun 02 20:30:10 +0000 2018,"Trump lawyers sent special counsel Robert Mueller a letter arguing the President can't obstruct the Russia probe, T… https://t.co/AIJ08wJPcy"
CNN,0.366,0.634,0.0,-0.6369,91,Sat Jun 02 20:15:06 +0000 2018,"Online dating lowers self-esteem and increases depression, studies say https://t.co/FGcjd3wJKB https://t.co/7oWg532YQf"
CNN,0.406,0.594,0.0,-0.8481,92,Sat Jun 02 20:00:05 +0000 2018,"From calling rape ""bad sex"" to Roseanne's vitriol, this was a jaw-dropping week https://t.co/xE4VsALIqN https://t.co/GpSzg84sjo"
CNN,0.112,0.672,0.216,0.34,93,Sat Jun 02 19:45:08 +0000 2018,Koch brothers group thanks Democratic senator facing tough reelection https://t.co/cR1fR1BHTP https://t.co/0prMJHsnt6
CNN,0.0,0.798,0.202,0.5859,94,Sat Jun 02 19:30:09 +0000 2018,"MSNBC's Joy Reid takes to the air, does not address newest round of controversy https://t.co/C5g8bKxkpH https://t.co/fDQKPYiLkg"
CNN,0.295,0.705,0.0,-0.7717,95,Sat Jun 02 19:15:05 +0000 2018,DNA that led to Golden State Killer suspect's arrest was collected from his car while he shopped… https://t.co/98j66PA6z4
CNN,0.0,1.0,0.0,0.0,96,Sat Jun 02 19:00:48 +0000 2018,"""How and why? That was really my only reaction to it."" ""The Big Bang Theory"" star Jim Parsons says he couldn't imag… https://t.co/ghVYFRan5R"
CNN,0.0,1.0,0.0,0.0,97,Sat Jun 02 18:45:09 +0000 2018,The alternative World Cup for stateless people and unrecognized nations https://t.co/sfnTC8VDly https://t.co/PsQMco4qQL
CNN,0.08,0.92,0.0,-0.1027,98,Sat Jun 02 18:30:11 +0000 2018,"US determining who will pay for North Korea leader's hotel room, The Washington Post reports https://t.co/YktYA3K4Ee https://t.co/YYiHkMevJr"
CNN,0.0,1.0,0.0,0.0,99,Sat Jun 02 18:15:06 +0000 2018,"Puerto Rico deaths spiked after Hurricane Maria, new government data show https://t.co/B3HQtUWR8k https://t.co/yz3FoNOg7f"
CNN,0.0,1.0,0.0,0.0,100,Sat Jun 02 18:00:10 +0000 2018,"Thousands of acres ablaze in Colorado, New Mexico https://t.co/Vd6n0knluJ https://t.co/e6usADMgXz"
Fox,0.0,1.0,0.0,0.0,1,Sun Jun 03 22:39:42 +0000 2018,Bill Clinton says impeachment hearings would have begun already if a Democrat were president  https://t.co/TWY3zf1R6R
Fox,0.0,1.0,0.0,0.0,2,Sun Jun 03 22:34:28 +0000 2018,"#RoyalWedding expert 'Thomas J. Mace-Archer-Mills' is actually 'Tommy' from NY, reports say https://t.co/Lc2etr4Y3T"
Fox,0.0,0.792,0.208,0.2732,3,Sun Jun 03 22:22:00 +0000 2018,.@jimmyfallon gives surprise speech at Stoneman Douglas graduation https://t.co/B1x3Xe3gAQ
Fox,0.0,1.0,0.0,0.0,4,Sun Jun 03 22:15:00 +0000 2018,Michael Goodwin: James Comey isn't above the law https://t.co/kxnW3mn3t1
Fox,0.339,0.661,0.0,-0.6249,5,Sun Jun 03 22:07:00 +0000 2018,Sales for @MariahCarey's Vegas shows are 'a disaster'  https://t.co/eakfBAynqA
Fox,0.0,1.0,0.0,0.0,6,Sun Jun 03 21:58:00 +0000 2018,.@dangainor: Roseanne Barr is off TV but Samantha Bee is still on -- just another example of the media’s double sta… https://t.co/k0zJOYKFBV
Fox,0.0,0.884,0.116,0.3612,7,Sun Jun 03 21:49:00 +0000 2018,".@JonHuntsman: ""@POTUS has stated before that he would like to get together with President Putin at some point and… https://t.co/vFLvPFl61l"
Fox,0.204,0.796,0.0,-0.5207,8,Sun Jun 03 21:42:12 +0000 2018,"A young girl couldn't wait to greet her relative from the 4th Infantry Brigade Combat Team (Airborne), 25th Infantr… https://t.co/YyaxfO0Swb"
Fox,0.143,0.683,0.174,0.128,9,Sun Jun 03 21:40:00 +0000 2018,Peggy Noonan: America’s lost faith in itself. We can bring it back https://t.co/GToL36Lo1U
Fox,0.0,1.0,0.0,0.0,10,Sun Jun 03 21:30:00 +0000 2018,".@JonHuntsman: ""Every foreign policy pundit and analyst who would've been asked a few years ago never would've pred… https://t.co/aHYUQ9LjRl"
Fox,0.091,0.576,0.333,0.7096,11,Sun Jun 03 21:22:00 +0000 2018,".@SpeakerBoehner: ""There is no Republican Party. There's a Trump Party. The Republican Party is kind of taking a na… https://t.co/t6BB7dX92H"
Fox,0.128,0.872,0.0,-0.2263,12,Sun Jun 03 21:16:21 +0000 2018,LaVar Ball to NFL Protesters: Stand for the National Anthem or 'Get Out' https://t.co/AYm4GvFKj1
Fox,0.0,1.0,0.0,0.0,13,Sun Jun 03 21:04:43 +0000 2018,".@newtgingrich: ""I would predict today we're closer to a red wave than a #bluewave in terms of the fall campaign."" https://t.co/9zNrDbRLrz"
Fox,0.0,0.873,0.127,0.3262,14,Sun Jun 03 21:00:00 +0000 2018,".@MariaBartiromo: ""We're talking about almost 5% economic growth - there is NOTHING that @NancyPelosi just said tha… https://t.co/J8nyvBfZhG"
Fox,0.0,0.707,0.293,0.7557,15,Sun Jun 03 21:00:00 +0000 2018,‘Despair and Hope in America: Fox News Investigates’ – Watch this preview and don't miss part one of this special s… https://t.co/UEGUdqxe7n
Fox,0.308,0.692,0.0,-0.5994,16,Sun Jun 03 20:57:21 +0000 2018,".@BillClinton Pushes Back on Gillibrand Saying He Should've Resigned Over Lewinsky Scandal 
 https://t.co/4kE4PRGO5Y"
Fox,0.0,1.0,0.0,0.0,17,Sun Jun 03 20:52:20 +0000 2018,Three stranded in Kilauea lava zone are airlifted; cops cite 7 others for loitering near lava https://t.co/1g23BSVdGA
Fox,0.107,0.893,0.0,-0.2023,18,Sun Jun 03 20:45:36 +0000 2018,"On ""Justice,"" Anthony @Scaramucci reflected on the controversial comments made by Samantha Bee against @IvankaTrump… https://t.co/YTvgKpD0gr"
Fox,0.0,0.896,0.104,0.2732,19,Sun Jun 03 20:45:22 +0000 2018,"Jonathan Wachtel on North Korea: ""We could have a move toward having nuclear energy as an option for them.""… https://t.co/fHiCDcmtP4"
Fox,0.0,1.0,0.0,0.0,20,Sun Jun 03 20:38:33 +0000 2018,"Jonathan Wachtel: ""The nuclear arsenal that Kim Jong Un has now is his life insurance."" https://t.co/PZcpa5sWSO https://t.co/w9jziej6ct"
Fox,0.332,0.537,0.132,-0.6249,21,Sun Jun 03 20:36:40 +0000 2018,Prostitutes and British tourists in violent clashes at notorious party resort in Spain https://t.co/wvZY80yD3o
Fox,0.476,0.524,0.0,-0.872,22,Sun Jun 03 20:25:30 +0000 2018,Suspect arrested after gunfire heard near San Diego marathon; police say no ongoing threat https://t.co/osWYIuwc6H https://t.co/cAYUcCVzhM
Fox,0.0,1.0,0.0,0.0,23,Sun Jun 03 20:16:38 +0000 2018,"Despite drop-ins by Alec Baldwin, Robert De Niro, Mississippi election season sees unexpected star: civility https://t.co/Dwg6cI0ReS"
Fox,0.154,0.697,0.149,-0.0258,24,Sun Jun 03 20:05:17 +0000 2018,".@DineshDSouza: ""My favorite term is the 'double jeopardy loophole' - so this basic Constitutional protection, Ed,… https://t.co/mvQ27GnIkG"
Fox,0.306,0.694,0.0,-0.6486,25,Sun Jun 03 19:53:57 +0000 2018,BREAKING: Suspect arrested after shots heard near finish line of San Diego marathon https://t.co/iNx7E3VwAY
Fox,0.0,0.708,0.292,0.5106,26,Sun Jun 03 19:44:00 +0000 2018,Maine police rescue a dozen ducklings from sewer grate https://t.co/mHTl5sJj1x
Fox,0.0,1.0,0.0,0.0,27,Sun Jun 03 19:38:00 +0000 2018,"Remains of 8 veterans, long unclaimed, buried in San Antonio  https://t.co/1K6hmW1iaP"
Fox,0.306,0.694,0.0,-0.6597,28,Sun Jun 03 19:31:06 +0000 2018,"Many breast cancer patients can skip chemo, big study finds https://t.co/Ybfe9SItCf"
Fox,0.385,0.615,0.0,-0.8176,29,Sun Jun 03 19:27:00 +0000 2018,"Dallas woman says she killed husband for beating their pet cat, cops say https://t.co/ifDwufNs4s"
Fox,0.457,0.43,0.113,-0.8316,30,Sun Jun 03 19:21:00 +0000 2018,"Peter Navarro: ""No president has fought the war on poverty better than Donald J. Trump."" https://t.co/ANE9uICCZl"
Fox,0.242,0.758,0.0,-0.4939,31,Sun Jun 03 19:15:01 +0000 2018,San Diego marathon scare: Gunfire reported from rooftop overlooking race https://t.co/iNx7E3VwAY
Fox,0.143,0.857,0.0,-0.3612,32,Sun Jun 03 19:15:00 +0000 2018,"On ""Justice,"" @RealCandaceO told @JudgeJeanine how difficult it is to be a conservative on campus today.… https://t.co/OmHTQgUTpk"
Fox,0.653,0.347,0.0,-0.9062,33,Sun Jun 03 19:10:25 +0000 2018,Police hunt murder suspect in Connecticut mom's killing https://t.co/ERPKCcBc3d
Fox,0.0,0.881,0.119,0.4019,34,Sun Jun 03 19:04:06 +0000 2018,".@brithume on NK summit: ""I think the president's seeming eagerness for all of this to go forward is a little troub… https://t.co/BQgWhWVAIc"
Fox,0.0,1.0,0.0,0.0,35,Sun Jun 03 19:00:21 +0000 2018,".@larry_kudlow: ""In the world trade game, rule breaking is all over the place. That's why I think that the presiden… https://t.co/O08Fq0HcML"
Fox,0.0,1.0,0.0,0.0,36,Sun Jun 03 18:59:20 +0000 2018,May jobs report. #FoxNewsSunday https://t.co/XIIaQOe6FA
Fox,0.0,0.862,0.138,0.3724,37,Sun Jun 03 18:56:10 +0000 2018,".@larry_kudlow on tariffs: ""The NAFTA talks haven't broken down. We're still having those conversations. And we're… https://t.co/lpIf0oleor"
Fox,0.0,1.0,0.0,0.0,38,Sun Jun 03 18:56:00 +0000 2018,President @realDonaldTrump's tariffs. #FoxNewsSunday https://t.co/3VOpeAr4uq
Fox,0.223,0.777,0.0,-0.5096,39,Sun Jun 03 18:53:12 +0000 2018,".@larry_kudlow on tariffs: ""if you don't have a level playing field, you can't operate free trade."" #FoxNewsSunday… https://t.co/AKp6N4lKH0"
Fox,0.0,1.0,0.0,0.0,40,Sun Jun 03 18:51:11 +0000 2018,.@newtgingrich: We're Closer to a 'Red Wave' Than a 'Blue Wave' in November https://t.co/LrJ2rP94jo
Fox,0.135,0.865,0.0,-0.3597,41,Sun Jun 03 18:50:08 +0000 2018,".@larry_kudlow on tariffs: ""The World Trade Organization, which sets these rules, has been totally ineffectual. It… https://t.co/4J0aWxCQp3"
Fox,0.224,0.691,0.085,-0.5267,42,Sun Jun 03 18:49:02 +0000 2018,".@larry_kudlow on tariff retaliation threats: ""This is a trade dispute, if you will. It can be solved if people wor… https://t.co/3PpUplTxAM"
Fox,0.0,0.69,0.31,0.6486,43,Sun Jun 03 18:46:52 +0000 2018,".@larry_kudlow on tariffs: ""[@POTUS] has declared our steel industry a national security matter and he hopes throug… https://t.co/AcOaSsJIL5"
Fox,0.0,1.0,0.0,0.0,44,Sun Jun 03 18:44:21 +0000 2018,"@larry_kudlow on NK summit: ""Now, as we head into the negotiations, I think the president is being very realistic a… https://t.co/KuXXjYC7bW"
Fox,0.267,0.733,0.0,-0.6124,45,Sun Jun 03 18:43:34 +0000 2018,"After Roseanne's racist tweet, Obama ally Valerie Jarrett starts wooing voters https://t.co/NWJbG0Oaax"
Fox,0.0,0.849,0.151,0.3595,46,Sun Jun 03 18:39:00 +0000 2018,MONDAY: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! #Hannity https://t.co/rHd4sahcys
Fox,0.0,1.0,0.0,0.0,47,Sun Jun 03 18:36:21 +0000 2018,".@larry_kudlow on NK summit: ""The key point is that we're sitting down. And the second key point is that the presid… https://t.co/AyXMO2idNl"
Fox,0.0,1.0,0.0,0.0,48,Sun Jun 03 18:34:38 +0000 2018,"On ""Sunday Morning Futures,"" Rep. @DevinNunes, a Republican from California, weighed on in Google, which came under… https://t.co/xx73c5i32z"
Fox,0.249,0.751,0.0,-0.6486,49,Sun Jun 03 18:30:30 +0000 2018,Dog found dead in crate during Delta Air Lines layover for cross-country flight https://t.co/a3noVwIITC
Fox,0.0,0.657,0.343,0.6486,50,Sun Jun 03 18:29:17 +0000 2018,".@CLewandowski_ on @POTUS' pardons: ""Under the Constitution, he has the legal authority to pardon anybody. That's a… https://t.co/vIIhFd7asa"
Fox,0.109,0.644,0.248,0.4215,51,Sun Jun 03 18:26:51 +0000 2018,".@CLewandowski_: ""[President @realDonaldTrump] clearly respects the rule of law in the country. There's no question… https://t.co/xR7ef4FAKJ"
Fox,0.0,0.925,0.075,0.1154,52,Sun Jun 03 18:25:31 +0000 2018,".@CLewandowski_: ""@POTUS has offered to sit down with the Mueller investigators but he has said...they want to unde… https://t.co/l6KMXxyPmZ"
Fox,0.0,0.695,0.305,0.7557,53,Sun Jun 03 18:23:00 +0000 2018,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part one of this special series on ‘Fox Report,’… https://t.co/mcfNj4pofE"
Fox,0.167,0.833,0.0,-0.296,54,Sun Jun 03 18:07:29 +0000 2018,Idaho teacher accused of feeding live puppy to turtle faces charge https://t.co/EpND6hOisM
Fox,0.115,0.885,0.0,-0.296,55,Sun Jun 03 17:55:17 +0000 2018,"Robert Mueller needs to 'man up,' avoid pulling 'another Comey' as Russia probe wraps up, Giuliani says https://t.co/fpgGFOr8hv"
Fox,0.12,0.88,0.0,-0.3818,56,Sun Jun 03 17:42:24 +0000 2018,".@RealCandaceO: ""You see so many students that are speaking out saying that their professors are upset with them fo… https://t.co/hiZ0QV4gSH"
Fox,0.0,1.0,0.0,0.0,57,Sun Jun 03 17:32:00 +0000 2018,"""Last month, 200,000 more black Americans had jobs than they had the month before. Absolutely remarkable.""

On… https://t.co/JbmpugFzFB"
Fox,0.0,0.899,0.101,0.2263,58,Sun Jun 03 17:28:37 +0000 2018,".@Scaramucci: ""What hasn't been mentioned all week is that President Clinton also pardoned his brother Roger Clinto… https://t.co/NwjQAq0hCW"
Fox,0.326,0.674,0.0,-0.7003,59,Sun Jun 03 17:26:40 +0000 2018,Georgia cop fired after hitting suspect fleeing on foot with his patrol car https://t.co/xUjCCiJr38
Fox,0.0,1.0,0.0,0.0,60,Sun Jun 03 17:15:46 +0000 2018,".@KellyannePolls: ""One eighth of our U.S. Circuit Court now includes a Trump judge."" https://t.co/QApBQwuHG8"
Fox,0.152,0.662,0.185,0.128,61,Sun Jun 03 17:09:44 +0000 2018,".@Peggynoonannyc: America’s lost faith in itself. We can bring it back
https://t.co/OKrBq90KYc"
Fox,0.0,0.519,0.481,0.8126,62,Sun Jun 03 17:06:16 +0000 2018,"Woman, childhood best friend are revealed to be half-siblings https://t.co/WHVft0PrH0"
Fox,0.0,0.83,0.17,0.5707,63,Sun Jun 03 17:01:00 +0000 2018,"TONIGHT: A brand new ""Life, Liberty, and Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/KcIyJeV36Z"
Fox,0.139,0.861,0.0,-0.4404,64,Sun Jun 03 16:49:20 +0000 2018,".@cvpayne: ""Last month, 76,000 blacks entered the labor force. The unemployment rate for black Americans went to an… https://t.co/0o5Fp0Ke7T"
Fox,0.0,1.0,0.0,0.0,65,Sun Jun 03 16:41:00 +0000 2018,"On @NextRevFNC, @SteveHiltonx investigates Gov. Jerry Brown's policies and their effect on California. Tune in toni… https://t.co/P2SpGanG8M"
Fox,0.091,0.576,0.333,0.7096,66,Sun Jun 03 16:32:00 +0000 2018,".@SpeakerBoehner: ""There is no Republican Party. There's a Trump Party. The Republican Party is kind of taking a na… https://t.co/fr6L4MPCmb"
Fox,0.333,0.667,0.0,-0.8176,67,Sun Jun 03 16:30:25 +0000 2018,"'Builder to the stars,' his wife among 4 feared dead after plane crashes off New York coast https://t.co/ZoreukG5Yn"
Fox,0.0,0.814,0.186,0.4939,68,Sun Jun 03 16:19:37 +0000 2018,"On ""Sunday Morning Futures,"" @WhiteHouse Trade Policy Director Peter Navarro praised President @realDonaldTrump's e… https://t.co/H2hR2LtS9D"
Fox,0.0,0.492,0.508,0.7351,69,Sun Jun 03 16:14:02 +0000 2018,".@NancyPelosi hits bonuses, tax benefits as ""crumbs."" https://t.co/zNcp4a2nBn"
Fox,0.0,0.694,0.306,0.8176,70,Sun Jun 03 16:07:00 +0000 2018,"The team you trust. The network you love.

Watch 'Hannity,' weeknights at 9p ET on Fox News Channel. https://t.co/7tl5PucYOi"
Fox,0.247,0.753,0.0,-0.7096,71,Sun Jun 03 15:54:00 +0000 2018,".@newtgingrich: ""Menendez in NJ is in trouble because of his scandals. I think we're very likely to pick up Florida… https://t.co/BABYpgEew5"
Fox,0.0,0.893,0.107,0.34,72,Sun Jun 03 15:46:00 +0000 2018,".@GovMikeHuckabee: ""All we need to do is take [@NancyPelosi's] words, put it on television, and play it over and ov… https://t.co/ifefT3tVsb"
Fox,0.128,0.872,0.0,-0.4215,73,Sun Jun 03 15:45:00 +0000 2018,"TONIGHT: 'Legends &amp; Lies' Returns With a Riveting Look at John Wilkes Booth - Hosted by Brian @Kilmeade, it all beg… https://t.co/1WcXoiI59q"
Fox,0.266,0.622,0.112,-0.5719,74,Sun Jun 03 15:42:57 +0000 2018,Indiana police officers support daughter of fallen trooper at graduation more than 10 years after his death https://t.co/8330yRYoPf
Fox,0.0,0.718,0.282,0.7096,75,Sun Jun 03 15:41:15 +0000 2018,".@emilyjashinsky: ""What I cannot wrap my head around is the fact that [@JoyAnnReid] pretty much clearly fabricated… https://t.co/4B96m11fFn"
Fox,0.0,1.0,0.0,0.0,76,Sun Jun 03 15:37:46 +0000 2018,".@Richardafowler: ""I don't think you can conflate the two cases."" #MediaBuzz https://t.co/ENEkW7Slpw"
Fox,0.0,1.0,0.0,0.0,77,Sun Jun 03 15:35:50 +0000 2018,"'Comey and the boys' shouldn't have hidden probe of Paul Manafort during campaign, Trump says… https://t.co/0TzMdV3bDj"
Fox,0.348,0.652,0.0,-0.5859,78,Sun Jun 03 15:34:33 +0000 2018,FBI agent accidentally fires gun while dancing at a Denver nightclub https://t.co/cHhoRe5nTe
Fox,0.0,0.906,0.094,0.1695,79,Sun Jun 03 15:26:41 +0000 2018,".@KatiePavlich: ""The mainstream media, let's not forget, propped @realDonaldTrump during the primary and as soon as… https://t.co/X4qik1e0HT"
Fox,0.0,0.695,0.305,0.7557,80,Sun Jun 03 15:18:12 +0000 2018,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part one of this special series on ‘Fox Report,’… https://t.co/bkkUmS8qdB"
Fox,0.0,1.0,0.0,0.0,81,Sun Jun 03 15:16:00 +0000 2018,".@newtgingrich on June 12th summit: ""I could imagine at breakfast that morning the whole thing blowing up.""… https://t.co/vki4UTX7HO"
Fox,0.241,0.759,0.0,-0.5423,82,Sun Jun 03 15:09:50 +0000 2018,"Tennessee man shoots, kills would-be burglars at his home, police say https://t.co/fcJPfYXe8z"
Fox,0.095,0.905,0.0,-0.25,83,Sun Jun 03 15:05:00 +0000 2018,".@newtgingrich on @Google: ""If in fact this is used as a engine of left-wing propaganda, people are going to demand… https://t.co/MXTHAKyKbc"
Fox,0.0,1.0,0.0,0.0,84,Sun Jun 03 14:57:00 +0000 2018,".@newtgingrich: ""I would predict today we're closer to a red wave than a #bluewave in terms of the fall campaign.""… https://t.co/QSTcufMcHj"
Fox,0.0,0.787,0.213,0.4019,85,Sun Jun 03 14:54:51 +0000 2018,"Kilauea one-month anniversary has residents on edge, seeking mental help https://t.co/1cvCyqmmu3"
Fox,0.097,0.903,0.0,-0.1027,86,Sun Jun 03 14:49:05 +0000 2018,".@DevinNunes: ""There is bias against conservatives and Republicans all across this country."" #SundayFutures… https://t.co/mBalRCLEzu"
Fox,0.0,1.0,0.0,0.0,87,Sun Jun 03 14:39:34 +0000 2018,".@DevinNunes: ""All the members of my committee don't believe that the counter-intelligence capabilities should be u… https://t.co/mx4Dh4RjMB"
Fox,0.0,1.0,0.0,0.0,88,Sun Jun 03 14:38:03 +0000 2018,".@DevinNunes: ""A lot of the Clinton email investigation team are the same people that are involved with the scandal… https://t.co/AyDJLKvNv8"
Fox,0.0,0.849,0.151,0.3595,89,Sun Jun 03 14:38:00 +0000 2018,MONDAY: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! #Hannity https://t.co/e2K2oorH6C
Fox,0.0,1.0,0.0,0.0,90,Sun Jun 03 14:35:00 +0000 2018,".@DevinNunes: ""Almost a year now, we've been waiting for documents from the Deputy Attorney General.""… https://t.co/xjKbTE6bv6"
Fox,0.128,0.872,0.0,-0.2263,91,Sun Jun 03 14:29:31 +0000 2018,LaVar Ball to NFL Protesters: Stand for the National Anthem or 'Get Out' https://t.co/r7EqTV12t1
Fox,0.124,0.876,0.0,-0.4019,92,Sun Jun 03 14:29:00 +0000 2018,"Peter Navarro: ""Either we're going to get a deal for the American people that basically reduces the trade deficit w… https://t.co/6ac5a2OxgH"
Fox,0.44,0.451,0.109,-0.8316,93,Sun Jun 03 14:23:00 +0000 2018,"Peter Navarro: ""No president has fought the war on poverty better than Donald J. Trump."" #SundayFutures… https://t.co/baf6SdZnrl"
Fox,0.186,0.814,0.0,-0.4939,94,Sun Jun 03 14:19:38 +0000 2018,"Peter Navarro: ""They take our technology, Maria. Everybody knows they steal it."" #SundayFutures @MariaBartiromo https://t.co/CkWmvSgS02"
Fox,0.086,0.747,0.167,0.4663,95,Sun Jun 03 14:15:02 +0000 2018,"Peter Navarro: ""This economy is so strong that nobody should be worried about any of the spin that anybody's saying… https://t.co/nHfir9n7NM"
Fox,0.0,1.0,0.0,0.0,96,Sun Jun 03 14:12:00 +0000 2018,"TODAY on @FoxNewsSunday, @larry_kudlow joins Chris Wallace for an interview. Tune in at 2p and 7p ET on Fox News Ch… https://t.co/sxOnAYt2oT"
Fox,0.457,0.43,0.113,-0.8316,97,Sun Jun 03 14:06:54 +0000 2018,"Peter Navarro: ""No president has fought the war on poverty better than Donald J. Trump."" https://t.co/nApTMxMGgw"
Fox,0.0,0.87,0.13,0.34,98,Sun Jun 03 14:06:13 +0000 2018,"Peter Navarro: ""All @POTUS is doing is defending this country's national security, sovereignty, and economic securi… https://t.co/I31Onfj3TM"
Fox,0.0,1.0,0.0,0.0,99,Sun Jun 03 14:04:28 +0000 2018,"Peter Navarro: ""As @POTUS has said, we need aluminum and steel industries if we're going to have a country.""… https://t.co/sHq3tXnp4z"
Fox,0.0,0.894,0.106,0.3612,100,Sun Jun 03 14:03:48 +0000 2018,"Peter Navarro: ""What we have here is President Donald J. Trump taking an action that he promised on the campaign tr… https://t.co/KWQUibW8bj"
New York Times,0.0,1.0,0.0,0.0,1,Sun Jun 03 22:40:07 +0000 2018,N.B.A. Finals 2018: Cavs vs. Warriors Game 2 Updates https://t.co/RwHYfYHo23
New York Times,0.114,0.735,0.151,0.2263,2,Sun Jun 03 22:27:43 +0000 2018,A guilty pleasure for many children of the '90s: A personal pan pizza from Pizza Hut. What corporate delivery pie d… https://t.co/DHDflBQHX5
New York Times,0.667,0.333,0.0,-0.25,3,Sun Jun 03 22:09:45 +0000 2018,Alone https://t.co/G3zzMesQUR
New York Times,0.432,0.568,0.0,-0.8225,4,Sun Jun 03 22:00:29 +0000 2018,A Soldier Died After Racist Hazing. Now His Story Is an Opera. https://t.co/7dHOsbvj6L
New York Times,0.098,0.697,0.205,0.3818,5,Sun Jun 03 22:00:06 +0000 2018,"Sutton Foster: ""Some people are like, 'You sing?' I’m like, 'Yes, I sing.' It drives me crazy. It’s been fascinatin… https://t.co/LPMF0SbInb"
New York Times,0.0,0.641,0.359,0.6808,6,Sun Jun 03 21:46:19 +0000 2018,Democrats Hope an Asian Influx Will Help Turn Orange County Blue https://t.co/CbKFAPnsc7
New York Times,0.153,0.847,0.0,-0.5574,7,Sun Jun 03 21:45:04 +0000 2018,"After an already rickety launch, “Solo: A Star Wars Story” took a nose-dive at the box office in its second week in… https://t.co/YB3U7nN12y"
New York Times,0.0,0.619,0.381,0.8225,8,Sun Jun 03 21:30:09 +0000 2018,"The economy is in a sweet spot, with steady growth and broad improvement in the labor market https://t.co/lnbaMQMJn7"
New York Times,0.0,1.0,0.0,0.0,9,Sun Jun 03 21:23:21 +0000 2018,"RT @marclacey: As California prepares to vote Tuesday, may I introduce our stellar team of NYT national correspondents based there: @adamna…"
New York Times,0.0,1.0,0.0,0.0,10,Sun Jun 03 21:15:06 +0000 2018,Here are some recommendations if you're wondering what to watch for the remainder of your weekend https://t.co/t90PQMmD9D
New York Times,0.091,0.909,0.0,-0.1779,11,Sun Jun 03 21:07:06 +0000 2018,"“Something weird happened,” the president of the Yosemite Climbing Association said of the deadly fall. “There’s no… https://t.co/7ZRLy1P8FJ"
New York Times,0.0,0.909,0.091,0.1779,12,Sun Jun 03 21:00:10 +0000 2018,"Michael Lewis is part of a growing group of A-list authors bypassing print and releasing audiobook originals, hopin… https://t.co/hom5zHaSrr"
New York Times,0.323,0.677,0.0,-0.7351,13,Sun Jun 03 20:51:06 +0000 2018,“Here was Sherlock Holmes fighting off 4 attackers just round the corner from Baker Street.” https://t.co/RUl2gLJPNc
